Cycle/PCAM,XAI Method,Sample ID,Continuity,Compactness,Correctness,Consistency,XQS
10,GradCAM,85,1.0,0.282,0.504,0.995,0.693
10,GradCAM,86,1.0,0.34,0.229,0.961,0.768
10,GradCAM,87,1.0,0.301,0.659,0.989,0.658
10,GradCAM,88,1.0,0.43,0.95,0.993,0.618
10,GradCAM,89,1.0,0.307,0.897,0.984,0.598
10,GradCAM,90,1.0,0.367,0.805,0.991,0.638
10,GradCAM,91,1.0,0.224,0.338,0.989,0.719
10,GradCAM,92,1.0,0.232,0.823,0.986,0.599
10,GradCAM,93,0.998,0.249,0.339,0.941,0.712
10,GradCAM,94,0.999,0.304,0.885,0.971,0.597
10,GradCAM,95,0.974,0.202,0.992,0.901,0.521
10,GradCAM,96,1.0,0.471,0.215,0.997,0.813
10,GradCAM,97,1.0,0.3,0.719,0.989,0.643
10,GradCAM,98,1.0,0.296,0.937,0.992,0.588
10,GradCAM,99,0.996,0.275,0.991,0.974,0.564
10,SHAP,0,0.173,0.423,0.957,0.205,0.211
10,SHAP,1,0.143,0.39,0.968,0.258,0.206
10,SHAP,2,0.543,0.484,0.04,0.369,0.589
10,SHAP,3,0.387,0.485,0.079,0.369,0.541
10,SHAP,4,0.152,0.429,0.955,0.197,0.206
10,SHAP,5,0.346,0.436,0.971,0.227,0.26
10,SHAP,6,0.145,0.44,0.111,0.218,0.423
10,SHAP,7,0.392,0.407,0.951,0.176,0.256
10,SHAP,8,0.342,0.508,0.029,0.36,0.545
10,SHAP,9,0.257,0.439,0.91,0.254,0.26
10,SHAP,10,0.201,0.437,0.076,0.24,0.451
10,SHAP,11,0.266,0.449,0.049,0.298,0.491
10,SHAP,12,0.216,0.418,0.03,0.268,0.468
10,SHAP,13,0.237,0.448,0.841,0.198,0.261
10,SHAP,14,0.265,0.444,0.069,0.214,0.464
10,SHAP,15,0.09,0.437,0.988,0.154,0.173
10,SHAP,16,0.274,0.416,0.96,0.223,0.238
10,SHAP,17,0.317,0.477,0.985,0.269,0.269
10,SHAP,18,0.3,0.473,0.991,0.284,0.266
10,SHAP,19,0.119,0.456,0.089,0.224,0.428
10,SHAP,20,0.283,0.456,0.962,0.275,0.263
10,SHAP,21,0.051,0.447,0.993,0.216,0.18
10,SHAP,22,0.133,0.424,0.985,0.129,0.175
10,SHAP,23,0.164,0.436,0.078,0.189,0.428
10,SHAP,24,0.25,0.443,0.119,0.23,0.451
10,SHAP,25,0.503,0.442,0.106,0.293,0.533
10,SHAP,26,0.075,0.415,0.985,0.133,0.159
10,SHAP,27,0.235,0.462,0.068,0.288,0.479
10,SHAP,28,0.24,0.392,0.909,0.122,0.211
10,SHAP,29,0.214,0.404,0.816,0.199,0.25
10,SHAP,30,0.201,0.444,0.159,0.225,0.428
10,SHAP,31,0.412,0.471,0.05,0.335,0.542
10,SHAP,32,0.251,0.501,0.231,0.295,0.454
10,SHAP,33,0.188,0.484,0.113,0.264,0.456
10,SHAP,34,0.212,0.494,0.06,0.281,0.482
10,SHAP,35,0.338,0.468,0.097,0.261,0.492
10,SHAP,36,0.472,0.453,0.057,0.25,0.53
10,SHAP,37,0.394,0.532,0.049,0.349,0.557
10,SHAP,38,0.314,0.433,0.164,0.273,0.464
10,SHAP,39,0.253,0.403,0.986,0.173,0.211
10,SHAP,40,0.486,0.411,0.891,0.221,0.307
10,SHAP,41,0.049,0.427,0.962,0.217,0.183
10,SHAP,42,0.333,0.436,0.08,0.289,0.495
10,SHAP,43,0.409,0.465,0.991,0.35,0.308
10,SHAP,44,0.472,0.488,0.98,0.234,0.304
10,SHAP,45,0.113,0.422,0.974,0.117,0.169
10,SHAP,46,0.116,0.438,0.965,0.183,0.193
10,SHAP,47,0.368,0.417,0.105,0.236,0.479
10,SHAP,48,0.296,0.462,0.986,0.288,0.265
10,SHAP,49,0.337,0.48,0.055,0.209,0.493
10,SHAP,50,0.107,0.45,0.03,0.219,0.436
10,SHAP,51,0.203,0.501,0.966,0.271,0.252
10,SHAP,52,0.112,0.484,0.063,0.306,0.459
10,SHAP,53,0.18,0.418,0.98,0.126,0.186
10,SHAP,54,0.004,0.409,0.97,0.104,0.136
10,SHAP,55,0.387,0.447,0.879,0.232,0.297
10,SHAP,56,0.209,0.445,0.992,0.252,0.229
10,SHAP,57,0.141,0.391,0.128,0.234,0.41
10,SHAP,58,0.118,0.442,0.971,0.188,0.195
10,SHAP,59,0.356,0.407,0.131,0.203,0.459
10,SHAP,60,0.119,0.431,0.11,0.185,0.406
10,SHAP,61,0.468,0.416,0.952,0.299,0.308
10,SHAP,62,0.119,0.439,0.961,0.114,0.178
10,SHAP,63,0.212,0.439,0.11,0.133,0.418
10,SHAP,64,0.52,0.481,0.018,0.448,0.608
10,SHAP,65,0.592,0.457,0.15,0.302,0.55
10,SHAP,66,0.207,0.459,0.026,0.243,0.471
10,SHAP,67,0.194,0.428,0.839,0.234,0.255
10,SHAP,68,0.021,0.445,0.108,0.161,0.38
10,SHAP,69,0.117,0.43,0.959,0.227,0.204
10,SHAP,70,0.219,0.437,0.98,0.37,0.262
10,SHAP,71,0.096,0.399,0.949,0.271,0.204
10,SHAP,72,0.216,0.452,0.977,0.184,0.219
10,SHAP,73,0.167,0.442,0.942,0.201,0.217
10,SHAP,74,0.149,0.421,0.947,0.213,0.209
10,SHAP,75,0.362,0.47,0.114,0.159,0.469
10,SHAP,76,0.19,0.459,0.059,0.224,0.454
10,SHAP,77,0.08,0.423,0.065,0.219,0.414
10,SHAP,78,0.19,0.427,0.125,0.252,0.436
10,SHAP,79,0.204,0.466,0.969,0.299,0.25
10,SHAP,80,0.221,0.445,0.054,0.192,0.451
10,SHAP,81,0.096,0.465,0.036,0.322,0.462
10,SHAP,82,0.321,0.431,0.962,0.314,0.276
10,SHAP,83,0.166,0.43,0.19,0.188,0.398
10,SHAP,84,0.005,0.443,0.133,0.195,0.377
10,SHAP,85,0.303,0.514,0.076,0.253,0.498
10,SHAP,86,0.123,0.405,0.074,0.234,0.422
10,SHAP,87,0.233,0.463,0.08,0.252,0.467
10,SHAP,88,0.183,0.445,0.974,0.128,0.196
10,SHAP,89,0.115,0.435,0.164,0.238,0.406
10,SHAP,90,0.551,0.437,0.977,0.238,0.312
10,SHAP,91,0.288,0.431,0.063,0.208,0.466
10,SHAP,92,0.176,0.463,0.304,0.182,0.379
10,SHAP,93,0.098,0.456,0.974,0.192,0.193
10,SHAP,94,0.309,0.443,0.965,0.308,0.274
10,SHAP,95,0.118,0.399,0.986,0.176,0.177
10,SHAP,96,0.281,0.469,0.05,0.372,0.518
10,SHAP,97,0.22,0.401,0.933,0.218,0.226
10,SHAP,98,0.275,0.458,0.941,0.242,0.259
10,SHAP,99,0.18,0.424,0.965,0.123,0.191
11,GradCAM,0,0.999,0.279,0.95,0.988,0.579
11,GradCAM,1,1.0,0.262,0.433,0.977,0.702
11,GradCAM,2,1.0,0.456,0.486,0.999,0.742
11,GradCAM,3,1.0,0.542,0.282,0.99,0.813
11,GradCAM,4,1.0,0.303,0.987,0.98,0.574
11,GradCAM,5,1.0,0.399,0.843,0.982,0.635
11,GradCAM,6,1.0,0.347,0.811,0.99,0.631
11,GradCAM,7,0.998,0.222,0.386,0.954,0.697
11,GradCAM,8,1.0,0.509,0.253,0.998,0.814
11,GradCAM,9,1.0,0.28,0.186,0.944,0.76
11,GradCAM,10,1.0,0.418,0.753,0.99,0.664
11,GradCAM,11,1.0,0.556,0.403,0.998,0.788
11,GradCAM,12,1.0,0.473,0.077,0.99,0.847
11,GradCAM,13,1.0,0.367,0.191,0.988,0.791
11,GradCAM,14,1.0,0.292,0.671,0.992,0.653
11,GradCAM,15,0.999,0.373,0.73,0.987,0.657
11,GradCAM,16,0.997,0.336,0.434,0.933,0.708
11,GradCAM,17,0.997,0.276,0.553,0.93,0.662
11,GradCAM,18,1.0,0.296,0.561,0.976,0.678
11,GradCAM,19,1.0,0.304,0.792,0.981,0.623
11,GradCAM,20,1.0,0.326,0.617,0.973,0.67
11,GradCAM,21,1.0,0.518,0.986,0.998,0.633
11,GradCAM,22,1.0,0.438,0.977,0.996,0.614
11,GradCAM,23,1.0,0.311,0.595,0.982,0.674
11,GradCAM,24,0.999,0.237,0.673,0.969,0.633
11,GradCAM,25,1.0,0.355,0.23,0.996,0.78
11,GradCAM,26,1.0,0.386,0.988,0.996,0.598
11,GradCAM,27,1.0,0.347,0.711,0.978,0.653
11,GradCAM,28,1.0,0.226,0.772,0.975,0.607
11,GradCAM,29,0.999,0.243,0.159,0.928,0.753
11,GradCAM,30,1.0,0.349,0.6,0.976,0.681
11,GradCAM,31,1.0,0.426,0.397,0.995,0.756
11,GradCAM,32,1.0,0.496,0.463,0.997,0.758
11,GradCAM,33,1.0,0.394,0.566,0.992,0.705
11,GradCAM,34,1.0,0.276,0.605,0.988,0.665
11,GradCAM,35,1.0,0.339,0.504,0.994,0.708
11,GradCAM,36,1.0,0.256,0.747,0.985,0.623
11,GradCAM,37,1.0,0.584,0.311,0.998,0.818
11,GradCAM,38,1.0,0.298,0.663,0.992,0.657
11,GradCAM,39,0.998,0.338,0.992,0.979,0.581
11,GradCAM,40,1.0,0.353,0.759,0.992,0.646
11,GradCAM,41,1.0,0.245,0.467,0.986,0.691
11,GradCAM,42,1.0,0.315,0.47,0.981,0.706
11,GradCAM,43,0.999,0.248,0.777,0.951,0.605
11,GradCAM,44,1.0,0.449,0.808,0.978,0.655
11,GradCAM,45,1.0,0.256,0.97,0.977,0.566
11,GradCAM,46,1.0,0.486,0.906,0.996,0.644
11,GradCAM,47,1.0,0.452,0.719,0.995,0.682
11,GradCAM,48,1.0,0.424,0.64,0.969,0.688
11,GradCAM,49,1.0,0.365,0.499,0.944,0.703
11,GradCAM,50,1.0,0.381,0.156,0.996,0.805
11,GradCAM,51,1.0,0.303,0.894,0.979,0.597
11,GradCAM,52,1.0,0.638,0.311,0.997,0.831
11,GradCAM,53,0.997,0.234,0.343,0.93,0.704
11,GradCAM,54,1.0,0.382,0.956,0.99,0.604
11,GradCAM,55,1.0,0.329,0.418,0.969,0.72
11,GradCAM,56,0.999,0.336,0.752,0.951,0.634
11,GradCAM,57,1.0,0.28,0.953,0.979,0.576
11,GradCAM,58,0.999,0.27,0.696,0.932,0.626
11,GradCAM,59,1.0,0.273,0.924,0.979,0.582
11,GradCAM,60,0.999,0.281,0.737,0.975,0.63
11,GradCAM,61,1.0,0.331,0.84,0.988,0.62
11,GradCAM,62,0.999,0.214,0.941,0.938,0.553
11,GradCAM,63,0.999,0.309,0.949,0.963,0.58
11,GradCAM,64,1.0,0.66,0.114,0.997,0.886
11,GradCAM,65,1.0,0.294,0.901,0.996,0.597
11,GradCAM,66,1.0,0.488,0.107,0.997,0.844
11,GradCAM,67,1.0,0.398,0.447,0.99,0.735
11,GradCAM,68,1.0,0.398,0.908,0.994,0.621
11,GradCAM,69,1.0,0.296,0.917,0.987,0.591
11,GradCAM,70,0.999,0.311,0.49,0.98,0.7
11,GradCAM,71,0.999,0.27,0.273,0.979,0.744
11,GradCAM,72,0.999,0.295,0.99,0.983,0.572
11,GradCAM,73,0.999,0.163,0.832,0.968,0.575
11,GradCAM,74,0.997,0.239,0.987,0.96,0.552
11,GradCAM,75,1.0,0.397,0.698,0.991,0.673
11,GradCAM,76,1.0,0.391,0.411,0.991,0.743
11,GradCAM,77,1.0,0.248,0.472,0.974,0.687
11,GradCAM,78,0.999,0.263,0.758,0.983,0.622
11,GradCAM,79,0.999,0.325,0.716,0.988,0.649
11,GradCAM,80,0.999,0.374,0.552,0.993,0.703
11,GradCAM,81,1.0,0.387,0.264,0.989,0.778
11,GradCAM,82,1.0,0.27,0.857,0.989,0.601
11,GradCAM,83,1.0,0.295,0.826,0.997,0.616
11,GradCAM,84,1.0,0.315,0.729,0.985,0.643
11,GradCAM,85,1.0,0.283,0.583,0.995,0.674
11,GradCAM,86,0.999,0.344,0.343,0.964,0.741
11,GradCAM,87,1.0,0.304,0.642,0.989,0.663
11,GradCAM,88,1.0,0.446,0.946,0.993,0.623
11,GradCAM,89,1.0,0.277,0.916,0.982,0.586
11,GradCAM,90,1.0,0.361,0.804,0.986,0.636
11,GradCAM,91,0.999,0.224,0.468,0.989,0.686
11,GradCAM,92,1.0,0.237,0.889,0.984,0.583
11,GradCAM,93,1.0,0.272,0.35,0.939,0.715
11,GradCAM,94,0.999,0.256,0.895,0.973,0.583
11,GradCAM,95,0.989,0.207,0.994,0.91,0.528
11,GradCAM,96,1.0,0.451,0.308,0.997,0.785
11,GradCAM,97,0.999,0.278,0.642,0.988,0.656
11,GradCAM,98,0.999,0.285,0.911,0.992,0.591
11,GradCAM,99,0.998,0.264,0.984,0.976,0.564
11,SHAP,0,0.146,0.429,0.962,0.207,0.205
11,SHAP,1,0.316,0.41,0.954,0.257,0.257
11,SHAP,2,0.266,0.468,0.041,0.369,0.515
11,SHAP,3,0.349,0.54,0.124,0.35,0.529
11,SHAP,4,0.23,0.462,0.946,0.207,0.238
11,SHAP,5,0.193,0.45,0.979,0.23,0.223
11,SHAP,6,0.262,0.423,0.143,0.217,0.44
11,SHAP,7,0.322,0.409,0.957,0.161,0.234
11,SHAP,8,0.225,0.445,0.015,0.375,0.508
11,SHAP,9,0.176,0.433,0.879,0.241,0.243
11,SHAP,10,0.308,0.446,0.09,0.221,0.471
11,SHAP,11,0.213,0.475,0.033,0.305,0.49
11,SHAP,12,0.221,0.455,0.026,0.284,0.483
11,SHAP,13,0.155,0.417,0.882,0.195,0.221
11,SHAP,14,0.14,0.415,0.085,0.212,0.421
11,SHAP,15,0.178,0.466,0.983,0.163,0.206
11,SHAP,16,0.269,0.456,0.961,0.226,0.247
11,SHAP,17,0.19,0.428,0.986,0.277,0.227
11,SHAP,18,0.435,0.422,0.991,0.292,0.29
11,SHAP,19,0.332,0.458,0.093,0.228,0.482
11,SHAP,20,0.272,0.453,0.97,0.267,0.255
11,SHAP,21,0.455,0.401,0.988,0.198,0.267
11,SHAP,22,0.04,0.393,0.975,0.144,0.15
11,SHAP,23,0.238,0.415,0.087,0.18,0.437
11,SHAP,24,0.137,0.428,0.082,0.221,0.426
11,SHAP,25,0.524,0.478,0.087,0.3,0.554
11,SHAP,26,0.022,0.447,0.974,0.131,0.156
11,SHAP,27,0.348,0.459,0.048,0.266,0.506
11,SHAP,28,0.22,0.412,0.937,0.124,0.205
11,SHAP,29,0.435,0.437,0.9,0.209,0.295
11,SHAP,30,0.485,0.42,0.099,0.221,0.507
11,SHAP,31,0.27,0.485,0.094,0.33,0.498
11,SHAP,32,0.227,0.451,0.15,0.318,0.462
11,SHAP,33,0.16,0.453,0.099,0.269,0.446
11,SHAP,34,0.276,0.442,0.103,0.28,0.474
11,SHAP,35,0.272,0.504,0.099,0.258,0.484
11,SHAP,36,0.204,0.441,0.066,0.289,0.467
11,SHAP,37,0.427,0.514,0.05,0.364,0.564
11,SHAP,38,0.221,0.449,0.152,0.262,0.445
11,SHAP,39,0.17,0.401,0.984,0.167,0.188
11,SHAP,40,0.18,0.421,0.914,0.225,0.228
11,SHAP,41,0.13,0.432,0.943,0.212,0.208
11,SHAP,42,0.249,0.4,0.058,0.291,0.47
11,SHAP,43,0.252,0.502,0.993,0.357,0.279
11,SHAP,44,0.227,0.433,0.986,0.215,0.222
11,SHAP,45,0.421,0.424,0.971,0.136,0.253
11,SHAP,46,0.145,0.419,0.992,0.183,0.189
11,SHAP,47,0.277,0.403,0.124,0.239,0.449
11,SHAP,48,0.485,0.502,0.994,0.289,0.321
11,SHAP,49,0.416,0.482,0.039,0.221,0.52
11,SHAP,50,0.153,0.441,0.015,0.201,0.445
11,SHAP,51,0.408,0.448,0.97,0.264,0.288
11,SHAP,52,0.347,0.49,0.038,0.328,0.531
11,SHAP,53,0.344,0.439,0.976,0.122,0.232
11,SHAP,54,0.165,0.426,0.98,0.102,0.178
11,SHAP,55,0.246,0.387,0.905,0.246,0.244
11,SHAP,56,0.286,0.457,0.993,0.245,0.249
11,SHAP,57,0.398,0.393,0.258,0.26,0.448
11,SHAP,58,0.393,0.444,0.942,0.188,0.271
11,SHAP,59,0.324,0.403,0.098,0.214,0.461
11,SHAP,60,0.299,0.445,0.075,0.21,0.47
11,SHAP,61,0.019,0.463,0.957,0.299,0.206
11,SHAP,62,0.207,0.456,0.967,0.118,0.203
11,SHAP,63,0.291,0.397,0.09,0.141,0.435
11,SHAP,64,0.532,0.62,0.024,0.463,0.648
11,SHAP,65,0.256,0.428,0.193,0.309,0.45
11,SHAP,66,0.094,0.445,0.007,0.262,0.449
11,SHAP,67,0.203,0.457,0.918,0.216,0.24
11,SHAP,68,0.159,0.421,0.077,0.165,0.417
11,SHAP,69,0.085,0.415,0.956,0.218,0.191
11,SHAP,70,0.278,0.477,0.986,0.353,0.281
11,SHAP,71,0.184,0.394,0.943,0.28,0.229
11,SHAP,72,0.215,0.458,0.985,0.173,0.215
11,SHAP,73,0.042,0.417,0.958,0.209,0.177
11,SHAP,74,0.203,0.422,0.965,0.218,0.22
11,SHAP,75,0.224,0.441,0.125,0.176,0.429
11,SHAP,76,0.155,0.455,0.027,0.224,0.452
11,SHAP,77,0.156,0.381,0.086,0.22,0.418
11,SHAP,78,0.255,0.442,0.171,0.254,0.445
11,SHAP,79,0.213,0.465,0.953,0.283,0.252
11,SHAP,80,0.16,0.461,0.044,0.19,0.442
11,SHAP,81,0.35,0.412,0.052,0.335,0.511
11,SHAP,82,0.134,0.442,0.929,0.302,0.237
11,SHAP,83,0.387,0.459,0.154,0.209,0.475
11,SHAP,84,0.208,0.465,0.098,0.192,0.442
11,SHAP,85,0.09,0.486,0.078,0.259,0.439
11,SHAP,86,0.224,0.416,0.067,0.232,0.451
11,SHAP,87,0.446,0.438,0.069,0.252,0.517
11,SHAP,88,0.073,0.424,0.959,0.132,0.167
11,SHAP,89,0.242,0.429,0.165,0.225,0.433
11,SHAP,90,0.164,0.474,0.972,0.235,0.225
11,SHAP,91,0.192,0.467,0.044,0.2,0.454
11,SHAP,92,0.284,0.441,0.149,0.19,0.442
11,SHAP,93,0.077,0.402,0.99,0.195,0.171
11,SHAP,94,0.42,0.442,0.957,0.292,0.299
11,SHAP,95,0.282,0.423,0.984,0.17,0.223
11,SHAP,96,0.522,0.503,0.053,0.381,0.588
11,SHAP,97,0.073,0.405,0.943,0.231,0.191
11,SHAP,98,0.493,0.492,0.94,0.235,0.32
11,SHAP,99,0.351,0.389,0.978,0.119,0.22
12,GradCAM,0,1.0,0.292,0.935,0.988,0.586
12,GradCAM,1,1.0,0.29,0.528,0.978,0.685
12,GradCAM,2,1.0,0.466,0.459,0.999,0.751
12,GradCAM,3,1.0,0.549,0.26,0.991,0.82
12,GradCAM,4,1.0,0.312,0.981,0.982,0.578
12,GradCAM,5,1.0,0.395,0.859,0.983,0.63
12,GradCAM,6,1.0,0.373,0.747,0.99,0.654
12,GradCAM,7,1.0,0.22,0.659,0.956,0.629
12,GradCAM,8,1.0,0.513,0.235,0.998,0.819
12,GradCAM,9,0.999,0.28,0.342,0.947,0.721
12,GradCAM,10,1.0,0.417,0.719,0.99,0.672
12,GradCAM,11,1.0,0.551,0.368,0.998,0.795
12,GradCAM,12,1.0,0.472,0.079,0.99,0.846
12,GradCAM,13,1.0,0.385,0.203,0.988,0.792
12,GradCAM,14,1.0,0.312,0.584,0.993,0.68
12,GradCAM,15,1.0,0.396,0.738,0.987,0.661
12,GradCAM,16,0.997,0.333,0.477,0.937,0.698
12,GradCAM,17,0.999,0.3,0.67,0.926,0.639
12,GradCAM,18,1.0,0.29,0.671,0.977,0.649
12,GradCAM,19,1.0,0.309,0.689,0.982,0.65
12,GradCAM,20,1.0,0.316,0.665,0.975,0.656
12,GradCAM,21,1.0,0.534,0.986,0.998,0.636
12,GradCAM,22,1.0,0.445,0.98,0.996,0.615
12,GradCAM,23,1.0,0.315,0.54,0.983,0.689
12,GradCAM,24,0.999,0.235,0.627,0.971,0.645
12,GradCAM,25,1.0,0.382,0.205,0.996,0.793
12,GradCAM,26,1.0,0.383,0.987,0.996,0.598
12,GradCAM,27,1.0,0.374,0.659,0.98,0.674
12,GradCAM,28,1.0,0.234,0.738,0.977,0.618
12,GradCAM,29,0.999,0.251,0.15,0.933,0.758
12,GradCAM,30,1.0,0.329,0.611,0.978,0.674
12,GradCAM,31,1.0,0.418,0.38,0.996,0.758
12,GradCAM,32,1.0,0.501,0.462,0.997,0.759
12,GradCAM,33,1.0,0.389,0.51,0.993,0.718
12,GradCAM,34,0.999,0.264,0.599,0.988,0.663
12,GradCAM,35,1.0,0.369,0.503,0.994,0.715
12,GradCAM,36,1.0,0.26,0.572,0.985,0.668
12,GradCAM,37,1.0,0.59,0.287,0.998,0.825
12,GradCAM,38,1.0,0.333,0.653,0.992,0.668
12,GradCAM,39,0.991,0.34,0.989,0.98,0.58
12,GradCAM,40,1.0,0.356,0.801,0.992,0.637
12,GradCAM,41,1.0,0.27,0.533,0.986,0.681
12,GradCAM,42,1.0,0.318,0.405,0.982,0.724
12,GradCAM,43,0.999,0.247,0.845,0.954,0.589
12,GradCAM,44,1.0,0.414,0.823,0.98,0.643
12,GradCAM,45,0.999,0.262,0.976,0.977,0.566
12,GradCAM,46,1.0,0.507,0.9,0.996,0.651
12,GradCAM,47,1.0,0.445,0.594,0.996,0.712
12,GradCAM,48,1.0,0.395,0.692,0.971,0.669
12,GradCAM,49,0.999,0.314,0.341,0.946,0.73
12,GradCAM,50,1.0,0.382,0.15,0.996,0.807
12,GradCAM,51,1.0,0.318,0.91,0.98,0.597
12,GradCAM,52,1.0,0.642,0.288,0.997,0.838
12,GradCAM,53,0.999,0.223,0.371,0.93,0.695
12,GradCAM,54,0.999,0.336,0.947,0.991,0.595
12,GradCAM,55,1.0,0.351,0.514,0.969,0.702
12,GradCAM,56,1.0,0.318,0.824,0.954,0.612
12,GradCAM,57,0.999,0.274,0.937,0.979,0.579
12,GradCAM,58,0.999,0.265,0.756,0.937,0.611
12,GradCAM,59,1.0,0.257,0.901,0.98,0.584
12,GradCAM,60,0.998,0.266,0.68,0.977,0.64
12,GradCAM,61,1.0,0.344,0.868,0.988,0.616
12,GradCAM,62,0.999,0.215,0.944,0.943,0.553
12,GradCAM,63,0.998,0.372,0.921,0.963,0.603
12,GradCAM,64,1.0,0.665,0.098,0.997,0.891
12,GradCAM,65,1.0,0.29,0.862,0.996,0.606
12,GradCAM,66,1.0,0.498,0.071,0.997,0.856
12,GradCAM,67,1.0,0.399,0.614,0.991,0.694
12,GradCAM,68,1.0,0.364,0.856,0.994,0.625
12,GradCAM,69,1.0,0.31,0.941,0.988,0.589
12,GradCAM,70,0.999,0.335,0.551,0.98,0.691
12,GradCAM,71,0.999,0.246,0.304,0.979,0.73
12,GradCAM,72,0.999,0.293,0.989,0.984,0.572
12,GradCAM,73,0.998,0.16,0.789,0.968,0.584
12,GradCAM,74,0.999,0.251,0.987,0.962,0.557
12,GradCAM,75,1.0,0.419,0.515,0.992,0.724
12,GradCAM,76,1.0,0.425,0.357,0.991,0.765
12,GradCAM,77,1.0,0.238,0.441,0.975,0.693
12,GradCAM,78,0.999,0.31,0.691,0.981,0.65
12,GradCAM,79,0.999,0.332,0.764,0.987,0.638
12,GradCAM,80,1.0,0.364,0.49,0.993,0.717
12,GradCAM,81,1.0,0.406,0.238,0.989,0.789
12,GradCAM,82,1.0,0.264,0.89,0.99,0.591
12,GradCAM,83,1.0,0.316,0.801,0.996,0.628
12,GradCAM,84,1.0,0.316,0.651,0.985,0.663
12,GradCAM,85,1.0,0.282,0.528,0.995,0.687
12,GradCAM,86,0.999,0.351,0.166,0.965,0.787
12,GradCAM,87,1.0,0.308,0.612,0.99,0.672
12,GradCAM,88,1.0,0.437,0.948,0.994,0.621
12,GradCAM,89,1.0,0.296,0.862,0.983,0.604
12,GradCAM,90,1.0,0.367,0.872,0.986,0.62
12,GradCAM,91,1.0,0.232,0.289,0.988,0.733
12,GradCAM,92,1.0,0.237,0.863,0.985,0.59
12,GradCAM,93,0.999,0.236,0.365,0.943,0.703
12,GradCAM,94,1.0,0.256,0.898,0.973,0.583
12,GradCAM,95,0.981,0.203,0.993,0.917,0.527
12,GradCAM,96,1.0,0.452,0.253,0.997,0.799
12,GradCAM,97,1.0,0.296,0.7,0.989,0.646
12,GradCAM,98,1.0,0.284,0.942,0.992,0.584
12,GradCAM,99,0.999,0.26,0.988,0.976,0.562
12,SHAP,0,0.251,0.41,0.948,0.206,0.229
12,SHAP,1,0.315,0.457,0.937,0.272,0.277
12,SHAP,2,0.339,0.443,0.038,0.376,0.53
12,SHAP,3,0.042,0.479,0.072,0.339,0.447
12,SHAP,4,0.244,0.416,0.96,0.2,0.225
12,SHAP,5,0.568,0.407,0.977,0.224,0.305
12,SHAP,6,0.309,0.451,0.1,0.217,0.469
12,SHAP,7,0.108,0.417,0.95,0.165,0.185
12,SHAP,8,0.397,0.475,0.034,0.363,0.55
12,SHAP,9,0.236,0.438,0.921,0.233,0.246
12,SHAP,10,0.455,0.399,0.087,0.246,0.503
12,SHAP,11,0.296,0.509,0.084,0.314,0.509
12,SHAP,12,0.122,0.44,0.027,0.288,0.456
12,SHAP,13,0.325,0.427,0.868,0.195,0.27
12,SHAP,14,0.051,0.467,0.055,0.227,0.423
12,SHAP,15,0.415,0.414,0.987,0.174,0.254
12,SHAP,16,0.17,0.408,0.948,0.215,0.211
12,SHAP,17,0.265,0.412,0.995,0.266,0.237
12,SHAP,18,0.281,0.483,0.994,0.299,0.267
12,SHAP,19,0.646,0.437,0.082,0.232,0.558
12,SHAP,20,0.228,0.444,0.97,0.271,0.243
12,SHAP,21,0.126,0.427,0.988,0.21,0.194
12,SHAP,22,0.228,0.508,0.988,0.143,0.223
12,SHAP,23,0.19,0.452,0.058,0.184,0.442
12,SHAP,24,0.138,0.407,0.105,0.219,0.415
12,SHAP,25,0.412,0.473,0.072,0.308,0.53
12,SHAP,26,0.098,0.411,0.987,0.125,0.162
12,SHAP,27,0.21,0.47,0.032,0.277,0.481
12,SHAP,28,0.138,0.441,0.932,0.116,0.191
12,SHAP,29,0.147,0.486,0.881,0.22,0.243
12,SHAP,30,0.11,0.44,0.118,0.231,0.416
12,SHAP,31,0.418,0.429,0.063,0.329,0.528
12,SHAP,32,0.335,0.452,0.145,0.307,0.487
12,SHAP,33,0.292,0.577,0.054,0.273,0.522
12,SHAP,34,0.449,0.495,0.057,0.285,0.543
12,SHAP,35,0.2,0.45,0.054,0.256,0.463
12,SHAP,36,0.363,0.467,0.077,0.297,0.512
12,SHAP,37,0.361,0.544,0.041,0.378,0.561
12,SHAP,38,0.184,0.54,0.113,0.26,0.468
12,SHAP,39,0.267,0.393,0.985,0.176,0.213
12,SHAP,40,0.043,0.46,0.91,0.241,0.208
12,SHAP,41,0.048,0.409,0.97,0.223,0.178
12,SHAP,42,0.141,0.431,0.061,0.293,0.451
12,SHAP,43,0.325,0.47,0.991,0.382,0.297
12,SHAP,44,0.105,0.479,0.952,0.238,0.218
12,SHAP,45,0.159,0.397,0.977,0.128,0.177
12,SHAP,46,0.233,0.434,0.99,0.176,0.213
12,SHAP,47,0.249,0.441,0.122,0.238,0.452
12,SHAP,48,0.607,0.553,0.99,0.295,0.366
12,SHAP,49,0.239,0.423,0.04,0.216,0.46
12,SHAP,50,0.044,0.413,0.024,0.22,0.414
12,SHAP,51,0.112,0.436,0.961,0.256,0.211
12,SHAP,52,0.361,0.453,0.048,0.353,0.53
12,SHAP,53,0.197,0.468,0.958,0.124,0.208
12,SHAP,54,0.238,0.421,0.978,0.103,0.196
12,SHAP,55,0.146,0.408,0.95,0.237,0.211
12,SHAP,56,0.481,0.464,0.995,0.234,0.296
12,SHAP,57,0.15,0.421,0.194,0.251,0.407
